tconst,nconst,primaryTitle,primaryName,primaryProfession
tt65317694,nm0962553,Patty and the Eternal Triangle,William Asher,director
tt38992691,nm0962553,Patty Meets a Celebrity,William Asher,director
tt84914350,nm0962553,Patty Pits Wits Two Brits Hits,William Asher,director
tt23406884,nm0962553,The Drop Out,William Asher,director
tt39489855,nm0962553,The Raffle,William Asher,director
tt62157826,nm0962553,The Wedding Anniversary Caper,William Asher,director
tt87120295,nm0962553,Will the Real Sammy Davis Please Hang Up,William Asher,director
tt44295201,nm0962553,Madeline,William Asher,director
tt63028998,nm0962553,Pippi Longstocking,William Asher,director
tt40492904,nm0962553,The House of the Seven Gables,William Asher,director
tt40552398,nm0962553,The Reluctant Dragon,William Asher,director
tt48487825,nm0962553,The Terrible Clockman,William Asher,director
tt12715555,nm0962553,WinniethePooh,William Asher,director
tt55286832,nm0962553,Can Do Patty,William Asher,director
tt88002038,nm0962553,Cathy the Rebel,William Asher,director
tt32584453,nm0962553,Hi Society,William Asher,director
tt43531773,nm0962553,Patty and the Newspaper Game,William Asher,director
tt34382071,nm0962553,Patty the Witness,William Asher,director
tt51388728,nm0962553,Take Me Out to the Ballgame,William Asher,director
tt69700798,nm0962553,The Boy Next Door,William Asher,director
tt76867588,nm0962553,The Greatest Psychologist in the World,William Asher,director
tt71707189,nm0962553,This Little Patty Went to Market,William Asher,director
tt66029508,nm0962553,The Congressmans Son,William Asher,director
tt60244115,nm0962553,Back Talk,William Asher,director
tt18397006,nm0962553,Dont Monkey with Mendel,William Asher,director
tt34963197,nm0962553,A Foggy Day in Brooklyn Heights,William Asher,director
tt79646861,nm0962553,Horoscope,William Asher,director
tt95042620,nm0962553,Going Steady,William Asher,director
tt47932590,nm0962553,Simon Says,William Asher,director
tt21920914,nm0962553,Ross the Peacemaker,William Asher,director
tt23008554,nm0962553,The History Paper Caper,William Asher,director
tt30899209,nm0962553,Three Little Kittens,William Asher,director
tt71386436,nm0962553,Pauls Desperate Hour,William Asher,director
tt82502089,nm0962553,Howies Inheritance,William Asher,director
tt22933324,nm0962553,No More Mister Nice Guy,William Asher,director
tt85078602,nm0962553,Springtime for Paul,William Asher,director
tt85964754,nm0962553,To Wed or Not to Wed,William Asher,director
tt11186937,nm0962553,Togetherness,William Asher,director
tt41766937,nm4337938,Requiem for a Heavyweight,Rod Serling,actor
tt28915927,nm4337938,The Comedian,Rod Serling,actor
tt70238735,nm4337938,Pilot,Rod Serling,actor
tt78167848,nm4337938,The Velvet Alley,Rod Serling,actor
tt40681511,nm4337938,A Town Has Turned to Dust,Rod Serling,actor
tt64255072,nm4337938,A Slow Fade to Black,Rod Serling,actor
tt54410767,nm4337938,Its Mental Work,Rod Serling,actor
tt31234876,nm4337938,Knife in the Dark,Rod Serling,actor
tt83899684,nm4337938,A Long Time Till Dawn,Rod Serling,actor
tt94342815,nm4337938,Patterns,Rod Serling,actor
tt50829701,nm4337938,Patterns,Rod Serling,actor
tt17496934,nm4337938,A Little Stroll to the End of the Line,Rod Serling,actor
tt69379562,nm4337938,A Question of Guilt,Rod Serling,actor
tt29981288,nm4337938,An Echo of Bugles,Rod Serling,actor
tt57026452,nm4337938,Escort for a Dead Man,Rod Serling,actor
tt86477768,nm4337938,Hunt the Man Down,Rod Serling,actor
tt52104617,nm4337938,Incident in the Middle of Nowhere,Rod Serling,actor
tt55454506,nm4337938,Mantrap,Rod Serling,actor
tt56738327,nm4337938,One of the Wounded,Rod Serling,actor
tt98948125,nm4337938,Pick Me Another Time to Die,Rod Serling,actor
tt48898132,nm4337938,The Burden of the Badge,Rod Serling,actor
tt59549851,nm4337938,The Flight of the Arctic Tern,Rod Serling,actor
tt91173808,nm4337938,The Homecoming of Lemuel Stove,Rod Serling,actor
tt19573914,nm4337938,The House Rules at Mrs Waynes,Rod Serling,actor
tt54322954,nm4337938,The Kingdom of McComb,Rod Serling,actor
tt20227683,nm4337938,The Lonely Calico Queen,Rod Serling,actor
tt99476151,nm4337938,The Mourners for Johnny Sharp Part I,Rod Serling,actor
tt63499044,nm4337938,The Mourners for Johnny Sharp Part II,Rod Serling,actor
tt49438043,nm4337938,The Oath,Rod Serling,actor
tt93650248,nm4337938,The Ordeal of Bud Windom,Rod Serling,actor
tt16082508,nm4337938,The Sheriff of Fettermans Crossing,Rod Serling,actor
tt76916486,nm4337938,The Trial in Paradise,Rod Serling,actor
tt11943648,nm4337938,The Vespers,Rod Serling,actor
tt45078384,nm4337938,To Hang a Dead Man,Rod Serling,actor
tt89748660,nm4337938,To the West of Eden,Rod Serling,actor
tt73746279,nm4337938,Westward the Shoemaker,Rod Serling,actor
tt57242467,nm4337938,Widow on the Evening Stage,Rod Serling,actor
tt22722456,nm4337938,Lindemanns CatchA Feast of BloodThe Late Mr Peddington,Rod Serling,actor
tt88028344,nm4337938,The DiaryA Matter of SemanticsBig SurpriseProfessor Peabodys Last Lecture,Rod Serling,actor
tt94202054,nm4337938,The HouseCertain Shadows on the Wall,Rod Serling,actor
tt10142485,nm4337938,Make Me LaughClean Kills and Other Trophies,Rod Serling,actor
tt96691244,nm4337938,Pamelas VoiceLone SurvivorThe Doll,Rod Serling,actor
tt13333263,nm4337938,The Boy Who Predicted EarthquakesMiss Lovecraft Sent MeThe Hand of Borgus WeemsPhantom of What Opera,Rod Serling,actor
tt50854155,nm4337938,Room with a ViewThe Little Black BagThe Nature of the Enemy,Rod Serling,actor
tt16862337,nm4337938,The Dead ManThe Housekeeper,Rod Serling,actor
tt72292432,nm4337938,The Sins of the FathersYou Cant Get Help Like That Anymore,Rod Serling,actor
tt94980999,nm4337938,Theyre Tearing Down Tim Rileys BarThe Last Laurel,Rod Serling,actor
tt16487199,nm4337938,Bombers Moon,Rod Serling,actor
tt17541811,nm4337938,Forbidden Area,Rod Serling,actor
tt36610864,nm4337938,In the Presence of Mine Enemies,Rod Serling,actor
tt27063705,nm4337938,Christmas for Sweeney,Rod Serling,actor
tt34075802,nm4337938,The Arena,Rod Serling,actor
tt40329075,nm4337938,The Strike,Rod Serling,actor
tt31160717,nm4337938,Nightmare at Ground Zero,Rod Serling,actor
tt11532208,nm4337938,A Game of Pool,Rod Serling,actor
tt49952686,nm4337938,A Hundred Yards Over the Rim,Rod Serling,actor
tt28919174,nm4337938,A Kind of a Stopwatch,Rod Serling,actor
tt29760161,nm4337938,A Most Unusual Camera,Rod Serling,actor
tt27349925,nm4337938,A Nice Place to Visit,Rod Serling,actor
tt90074265,nm4337938,A Penny for Your Thoughts,Rod Serling,actor
tt78403343,nm4337938,A Piano in the House,Rod Serling,actor
tt37071347,nm4337938,A Quality of Mercy,Rod Serling,actor
tt32337222,nm4337938,A Thing About Machines,Rod Serling,actor
tt72906436,nm4337938,A World of Difference,Rod Serling,actor
tt66818112,nm4337938,A World of His Own,Rod Serling,actor
tt22846268,nm4337938,An Occurrence at Owl Creek Bridge,Rod Serling,actor
tt99160595,nm4337938,And When the Sky Was Opened,Rod Serling,actor
tt73570001,nm4337938,Back There,Rod Serling,actor
tt39011911,nm4337938,Black Leather Jackets,Rod Serling,actor
tt57818640,nm4337938,Caesar and Me,Rod Serling,actor
tt71197107,nm4337938,Cavender Is Coming,Rod Serling,actor
tt77325922,nm4337938,Come Wander with Me,Rod Serling,actor
tt82875345,nm4337938,Dead Mans Shoes,Rod Serling,actor
tt70674239,nm4337938,Death Ship,Rod Serling,actor
tt13684379,nm4337938,DeathsHead Revisited,Rod Serling,actor
tt16657438,nm4337938,Dust,Rod Serling,actor
tt79496177,nm4337938,Elegy,Rod Serling,actor
tt13046765,nm4337938,Execution,Rod Serling,actor
tt37301042,nm4337938,Eye of the Beholder,Rod Serling,actor
tt21107585,nm4337938,Five Characters in Search of an Exit,Rod Serling,actor
tt52695259,nm4337938,Four OClock,Rod Serling,actor
tt96308272,nm4337938,From Agnes  with Love,Rod Serling,actor
tt71987348,nm4337938,Hes Alive,Rod Serling,actor
tt80099441,nm4337938,HocusPocus and Frisby,Rod Serling,actor
tt85704902,nm4337938,I Dream of Genie,Rod Serling,actor
tt57156393,nm4337938,I Shot an Arrow into the Air,Rod Serling,actor
tt83209188,nm4337938,I Sing the Body Electric,Rod Serling,actor
tt99075439,nm4337938,I Am the Night  Color Me Black,Rod Serling,actor
tt80423460,nm4337938,In His Image,Rod Serling,actor
tt89293220,nm4337938,In Praise of Pip,Rod Serling,actor
tt38222086,nm4337938,Its a Good Life,Rod Serling,actor
tt98693536,nm4337938,JessBelle,Rod Serling,actor
tt74474925,nm4337938,Kick the Can,Rod Serling,actor
tt54748535,nm4337938,King Nine Will Not Return,Rod Serling,actor
tt92067544,nm4337938,Living Doll,Rod Serling,actor
tt11003325,nm4337938,Long Distance Call,Rod Serling,actor
tt74768671,nm4337938,Long Live Walter Jameson,Rod Serling,actor
tt71548458,nm4337938,Miniature,Rod Serling,actor
tt66931364,nm4337938,Mr Dingle the Strong,Rod Serling,actor
tt97613672,nm4337938,Mr Garrity and the Graves,Rod Serling,actor
tt20497498,nm4337938,Mute,Rod Serling,actor
tt44304633,nm4337938,Nick of Time,Rod Serling,actor
tt17933616,nm4337938,Nightmare at 20000 Feet,Rod Serling,actor
tt53664604,nm4337938,Ninety Years Without Slumbering,Rod Serling,actor
tt87345142,nm4337938,No Time Like the Past,Rod Serling,actor
tt55720963,nm4337938,Number 12 Looks Just Like You,Rod Serling,actor
tt39636258,nm4337938,Of Late I Think of Cliffordville,Rod Serling,actor
tt41925950,nm4337938,On Thursday We Leave for Home,Rod Serling,actor
tt32046501,nm4337938,Once Upon a Time,Rod Serling,actor
tt32908762,nm4337938,One More Pallbearer,Rod Serling,actor
tt90876977,nm4337938,Passage on the Lady Anne,Rod Serling,actor
tt42666866,nm4337938,People Are Alike All Over,Rod Serling,actor
tt36241746,nm4337938,Perchance to Dream,Rod Serling,actor
tt17582038,nm4337938,Person or Persons Unknown,Rod Serling,actor
tt45244289,nm4337938,Printers Devil,Rod Serling,actor
tt98201399,nm4337938,Probe 7 Over and Out,Rod Serling,actor
tt68840713,nm4337938,Queen of the Nile,Rod Serling,actor
tt36077367,nm4337938,RingADing Girl,Rod Serling,actor
tt78976203,nm4337938,Shadow Play,Rod Serling,actor
tt86301055,nm4337938,Showdown with Rance McGrew,Rod Serling,actor
tt90498754,nm4337938,Sounds and Silences,Rod Serling,actor
tt70964979,nm4337938,Spur of the Moment,Rod Serling,actor
tt34976140,nm4337938,Static,Rod Serling,actor
tt97251869,nm4337938,Steel,Rod Serling,actor
tt32189803,nm4337938,Still Valley,Rod Serling,actor
tt87761063,nm4337938,Stopover in a Quiet Town,Rod Serling,actor
tt26402895,nm4337938,The 7th Is Made Up of Phantoms,Rod Serling,actor
tt23374517,nm4337938,The Arrival,Rod Serling,actor
tt53400217,nm4337938,The Bard,Rod Serling,actor
tt35636032,nm4337938,The Bewitchin Pool,Rod Serling,actor
tt31410780,nm4337938,The Brain Center at Whipples,Rod Serling,actor
tt44623736,nm4337938,The Changing of the Guard,Rod Serling,actor
tt95805620,nm4337938,The Chaser,Rod Serling,actor
tt69325746,nm4337938,The Dummy,Rod Serling,actor
tt54829708,nm4337938,The Four of Us Are Dying,Rod Serling,actor
tt59169621,nm4337938,The Fugitive,Rod Serling,actor
tt88993365,nm4337938,The Gift,Rod Serling,actor
tt22216959,nm4337938,The Grave,Rod Serling,actor
tt69389201,nm4337938,The HitchHiker,Rod Serling,actor
tt48900652,nm4337938,The Howling Man,Rod Serling,actor
tt76513101,nm4337938,The Hunt,Rod Serling,actor
tt46268648,nm4337938,The Incredible World of Horace Ford,Rod Serling,actor
tt82787457,nm4337938,The Jungle,Rod Serling,actor
tt37466750,nm4337938,The Last Flight,Rod Serling,actor
tt16412422,nm4337938,The Last Rites of Jeff Myrtlebank,Rod Serling,actor
tt43198710,nm4337938,The Lateness of the Hour,Rod Serling,actor
tt37094350,nm4337938,The Little People,Rod Serling,actor
tt65661297,nm4337938,The Long Morrow,Rod Serling,actor
tt53840147,nm4337938,The Man in the Bottle,Rod Serling,actor
tt15323689,nm4337938,The Masks,Rod Serling,actor
tt32559446,nm4337938,The Midnight Sun,Rod Serling,actor
tt56695795,nm4337938,The Mind and the Matter,Rod Serling,actor
tt92338902,nm4337938,The Mirror,Rod Serling,actor
tt96930020,nm4337938,The New Exhibit,Rod Serling,actor
tt68367414,nm4337938,The Night of the Meek,Rod Serling,actor
tt52651643,nm4337938,The Obsolete Man,Rod Serling,actor
tt41356162,nm4337938,The Odyssey of Flight 33,Rod Serling,actor
tt76563118,nm4337938,The Old Man in the Cave,Rod Serling,actor
tt80816552,nm4337938,The Parallel,Rod Serling,actor
tt39517356,nm4337938,The Passersby,Rod Serling,actor
tt15098414,nm4337938,The Prime Mover,Rod Serling,actor
tt52933564,nm4337938,The Rip Van Winkle Caper,Rod Serling,actor
tt15587956,nm4337938,The SelfImprovement of Salvadore Ross,Rod Serling,actor
tt31486068,nm4337938,The Shelter,Rod Serling,actor
tt51769218,nm4337938,The Silence,Rod Serling,actor
tt40085020,nm4337938,The ThirtyFathom Grave,Rod Serling,actor
tt81238709,nm4337938,The TradeIns,Rod Serling,actor
tt57876284,nm4337938,The Trouble with Templeton,Rod Serling,actor
tt81304383,nm4337938,The Whole Truth,Rod Serling,actor
tt28543612,nm4337938,Third from the Sun,Rod Serling,actor
tt93260170,nm4337938,Time Enough at Last,Rod Serling,actor
tt70815674,nm4337938,To Serve Man,Rod Serling,actor
tt52910839,nm4337938,Twenty Two,Rod Serling,actor
tt51424263,nm4337938,Uncle Simon,Rod Serling,actor
tt56601651,nm4337938,Valley of the Shadow,Rod Serling,actor
tt50766789,nm4337938,What You Need,Rod Serling,actor
tt30384534,nm4337938,Whats in the Box,Rod Serling,actor
tt88366527,nm4337938,Where Is Everybody,Rod Serling,actor
tt30122801,nm4337938,Will the Real Martian Please Stand Up,Rod Serling,actor
tt84380529,nm4337938,You Drive,Rod Serling,actor
tt34406529,nm4337938,Young Mans Fancy,Rod Serling,actor
tt42949044,nm4337938,The Once and Future KingA Saucer of Loneliness,Rod Serling,actor
tt99024304,nm4337938,Act BreakThe Burning ManDealers Choice,Rod Serling,actor
tt87907242,nm4337938,Appointment on Route 17,Rod Serling,actor
tt76720455,nm4337938,What Are Friends ForAqua Vita,Rod Serling,actor
tt18299444,nm4337938,Dead Womans ShoesWongs Lost and Found Emporium,Rod Serling,actor
tt21699849,nm4337938,Examination DayA Message from Charity,Rod Serling,actor
tt30642028,nm4337938,HealerChildrens ZooKentucky Rye,Rod Serling,actor
tt94771516,nm4337938,Her Pilgrim SoulI of Newton,Rod Serling,actor
tt46421795,nm4337938,If She DiesYe Gods,Rod Serling,actor
tt86156025,nm4337938,Little Boy LostWish BankNightcrawlers,Rod Serling,actor
tt17786853,nm4337938,Profile in SilverButton Button,Rod Serling,actor
tt71758225,nm4337938,ShatterdayA Little Peace and Quiet,Rod Serling,actor
tt81400391,nm4337938,Stranger in Possum Meadows,Rod Serling,actor
tt14765307,nm4337938,Take My Life PleaseDevils AlphabetThe Library,Rod Serling,actor
tt69679781,nm4337938,The Cold Equations,Rod Serling,actor
tt73453251,nm4337938,The Hellgramite Method,Rod Serling,actor
tt45727602,nm4337938,The Road Less Travelled,Rod Serling,actor
tt49174613,nm4337938,The Trunk,Rod Serling,actor
tt39550932,nm4337938,Time and Teresa GolowitzVoices in the Earth,Rod Serling,actor
tt46778393,nm4337938,Welcome to WinfieldQuarantine,Rod Serling,actor
tt53773805,nm4337938,WordplayDreams for SaleChameleon,Rod Serling,actor
tt32397385,nm4337938,Evergreen,Rod Serling,actor
tt94164446,nm4337938,Harsh Mistress,Rod Serling,actor
tt91810597,nm4337938,Mr Motivation,Rod Serling,actor
tt33341357,nm4337938,Incident in an Alley,Rod Serling,actor
tt78973351,nm4337938,The Time Element,Rod Serling,actor
tt20097695,nm4337938,Meet in the Middle,Rod Serling,actor
tt89606198,nm4337938,Downtime,Rod Serling,actor
tt30609654,nm4337938,The Who of You,Rod Serling,actor
tt66555109,nm4337938,Ovation,Rod Serling,actor
tt60370652,nm4337938,Among the Untrodden,Rod Serling,actor
tt68478025,nm4337938,8,Rod Serling,actor
tt70963801,nm4337938,A Human Face,Rod Serling,actor
tt61715908,nm4337938,A Small Town,Rod Serling,actor
tt81164220,nm4337938,Try Try,Rod Serling,actor
tt13290553,nm4337938,You Might Also Like,Rod Serling,actor
tt96437476,nm4337938,Replay,Rod Serling,actor
tt40195895,nm4337938,The Comedian,Rod Serling,actor
tt73452114,nm4337938,Nightmare at 30000 Feet,Rod Serling,actor
tt45061518,nm4337938,A Traveler,Rod Serling,actor
tt71839488,nm4337938,The Wunderkind,Rod Serling,actor
tt57308995,nm4337938,Six Degrees of Freedom,Rod Serling,actor
tt86951386,nm4337938,Not All Men,Rod Serling,actor
tt47375339,nm4337938,Point of Origin,Rod Serling,actor
tt31398139,nm4337938,Blurryman,Rod Serling,actor
tt27548873,nm4337938,The Blue Scorpion,Rod Serling,actor
tt23272734,nm5829291,The Greatest Man in the World,Sydney Newman,director
tt37298191,nm5829291,The Man Out There,Sydney Newman,director
tt33306305,nm5829291,The Five Doctors,Sydney Newman,director
tt40458591,nm5829291,The Brain of Morbius Part One,Sydney Newman,director
tt40551948,nm5829291,Lena O My Lena,Sydney Newman,director
tt99289902,nm5829291,A Night Out,Sydney Newman,director
tt95088529,nm5829291,The Trial of Dr Fancy,Sydney Newman,director
tt16902294,nm5829291,Afternoon of a Nymph,Sydney Newman,director
tt50094546,nm5829291,The Robots of Death Part One,Sydney Newman,director
tt40738137,nm5829291,Lord Arthur Saviles Crime,Sydney Newman,director
tt94144158,nm5829291,I Can Destroy the Sun,Sydney Newman,director
tt19240636,nm5829291,A Sense of History,Sydney Newman,director
tt29161646,nm5829291,A Surfeit of H2O,Sydney Newman,director
